School_ID	Legacy_Unit_ID	Finance_ID	Short_Name	Long_Name	School_Type	Primary_Category	Is_High_School	Is_Middle_School	Is_Elementary_School	Is_Pre_School	Summary	Administrator_Title	Administrator	Secondary_Contact_Title	Secondary_Contact	Address	City	State	Zip	Phone	Fax	CPS_School_Profile	Website	Facebook	Twitter	Youtube	Pinterest	Attendance_Boundaries	Grades_Offered_All	Grades_Offered	Student_Count_Total	Student_Count_Low_Income	Student_Count_Special_Ed	Student_Count_English_Learners	Student_Count_Black	Student_Count_Hispanic	Student_Count_White	Student_Count_Asian	Student_Count_Native_American	Student_Count_Other_Ethnicity	Student_Count_Asian_Pacific_Islander	Student_Count_Multi	Student_Count_Hawaiian_Pacific_Islander	Student_Count_Ethnicity_Not_Available	Statistics_Description	Demographic_Description	ADA_Accessible	Dress_Code	PreK_School_Day	Kindergarten_School_Day	School_Hours	Freshman_Start_End_Time	After_School_Hours	Earliest_Drop_Off_Time	Classroom_Languages	Bilingual_Services	Refugee_Services	Title_1_Eligible	PreSchool_Inclusive	Preschool_Instructional	Significantly_Modified	Hard_Of_Hearing	Visual_Impairments	Transportation_Bus	Transportation_El	Transportation_Metra	School_Latitude	School_Longitude	Average_ACT_School	Mean_ACT	College_Enrollment_Rate_School	College_Enrollment_Rate_Mean	Graduation_Rate_School	Graduation_Rate_Mean	Overall_Rating	Rating_Status	Rating_Statement	Classification_Description	School_Year	Third_Contact_Title	Third_Contact_Name	Fourth_Contact_Title	Fourth_Contact_Name	Fifth_Contact_Title	Fifth_Contact_Name	Sixth_Contact_Title	Sixth_Contact_Name	Seventh_Contact_Title	Seventh_Contact_Name	Location	Longitude	Latitude
610564	9626	26921	DISNEY II HS	Disney II Magnet High School	Magnet	HS	Y	Y	N	N	"Disney II provides a rigorous and relevant curriculum in a nurturing and inclusive community. We focus on clear articulation and persistent pursuits of high expectations, the integration of arts and technology, the consideration and celebration of diversity, and the growth of a learning community wherein curiosity is kindled and knowledge is sought and valued."	Principal	Mrs.Kathleen E. Speth	Assistant Principal	Angela Newton	3900 N LAWNDALE AVE	Chicago	Illinois	60618	7735345010	7735345199	http://cps.edu/Schools/Pages/school.aspx?SchoolID=610564	http://disneyiimagnet.org					N	"7,8,9,10,11,12"	41831	722	438	94	12	145	366	164	26	3	0	0	15	3	0	There are 722 students enrolled at DISNEY II HS.  60.7% are Low Income Students.  13% are Diverse Learners.  1.7% are Limited English Learners.	The largest demographic at DISNEY II HS is Hispanic.  This demographic makes up 50.7% of the student population.  The second greatest demographic is White at 22.7%.	No/unknown accessibility	N			8:45 AM - 3:45  PM		3:45 PM -  5:00 PM	0.34375	"Chinese, Spanish, Spanish for Heritage Speakers"			Y						"53, 54A, 80"	Blue	Union Pacific Northwest (UP-NW)	41.952488	-87.721364	19.2	18.4		57.9		73.5	Level 1+	Good Standing	"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp ."	Schools that specialize in a specific subject area. Acceptance based on application and random lottery.	School Year 2016-2017	Assistant Principal	Peter Rutkowski	Clerk	Ersi Santiago							"3900 N LAWNDALE AVE
Chicago, Illinois 60618
(41.952488, -87.721364)"	41.95248	-87.72136
610524	8035	22041	ALCOTT HS	Louisa May Alcott College Preparatory HS	Small	HS	Y	N	N	N	"The vision of Alcott is to create an intimate educationally, socially, and emotionally rich community of lifelong learners in a seamless, integrated Pre-K through 12 environment where students become accountable and responsible for their own education, reaching their full potential and graduating with the tools and experiences to both succeed in their own lives and to make a positive contribution to society.  Alcottâ€™s mission is to educate students to become innovative leaders, engaged citizens and lifelong learners. Our students will be wise, creative, critical thinkers and will take responsibility for their own learning at every age."	Principal	Elias Estrada	Assistant Principal	Grace Moody	2957 N HOYNE AVE	Chicago	Illinois	60618	7735345970	7735345971	http://cps.edu/Schools/Pages/school.aspx?SchoolID=610524	http://www.alcottcollegeprep.net	https://www.facebook.com/alcottcollegeprep	http://twitter.com/AlcottPrep		http://www.pinterest.com/AlcottPrep	N	"9,10,11,12"	41893	319	265	40	20	50	223	30	5	1	0	0	6	2	2	There are 319 students enrolled at ALCOTT HS.  83.1% are Low Income Students.  12.5% are Diverse Learners.  6.3% are Limited English Learners.	The largest demographic at ALCOTT HS is Hispanic.  This demographic makes up 69.9% of the student population.  The second greatest demographic is Black at 15.7%.	Fully Accessible	N			"M, T, W, Th: 7:45 AM-3:05 PM F:  7:45 AM-2:07 PM"		3:15 - 6:15 PM	0.302083333	"French, Spanish"	Y	N	N			Y			"49, 50, 76, 77"	"Blue, Red"		41.935795	-87.680562	17.6	18.4	59.6	57.9	87.1	73.5	Level 1+	Good Standing	"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp ."	These schools limit their student populations to 600. This provides a more intimate and personalized learning experience.	School Year 2016-2017											"2957 N HOYNE AVE
Chicago, Illinois 60618
(41.935795, -87.680562)"	41.93579	-87.68056
400176	9651	63144	CAMELOT - EXCEL SOUTHWEST HS	Excel - Southwest HS	Citywide-Option	HS	Y	Y	N	N	http://cameloteducation.org/excel-academy-of-southwest/	Principal	Ms. Lisa Sykes	Executive Director	Jamal Tillery	7014 S WASHTENAW AVE	Chicago	Illinois	60629	7734240721	7734240746	http://cps.edu/Schools/Pages/school.aspx?SchoolID=400176	http://cameloteducation.org/excel-academy-of-southwest/					N	"8,9,10,11,12"	41862	123	117	33	2	113	8	0	0	0	0	0	2	0	0	There are 123 students enrolled at CAMELOT - EXCEL SOUTHWEST HS.  95.1% are Low Income Students.  26.8% are Diverse Learners.  1.6% are Limited English Learners.	The largest demographic at CAMELOT - EXCEL SOUTHWEST HS is Black.  This demographic makes up 91.9% of the student population.  The second greatest demographic is Hispanic at 6.5%.	No/unknown accessibility	Y			8:00AM - 3:30 PM				Spanish			Y						"67, 94"			41.765929	-87.69073	13.6	18.4	27.3	57.9		73.5	Level 2+	Good Standing	"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp ."	Schools that have their own processes for enrollment.	School Year 2016-2017	Principal	Jake Benke	Assistant Prinicipal	Jeanene Haley	Director of Student Services	Colby Chapman	Dircector of Diverse Learning	Matthew Patton			"7014 S WASHTENAW AVE
Chicago, Illinois 60629
(41.765929, -87.69073)"	41.76592	-87.69073
609728	1520	46271	ROOSEVELT HS	Theodore Roosevelt High School	Neighborhood	HS	Y	Y	N	N	"Roosevelt High School is a community high school with career technical academies, strong supports for college-bound student, and university partners, Roosevelt challenges students to prepare for college and career success."	Principal	Mr.Daniel M Kramer	Assistant Principal	Eric Steinmiller	3436 W WILSON AVE	Chicago	Illinois	60625	7735345000	7735345044	http://cps.edu/Schools/Pages/school.aspx?SchoolID=609728	http://rhsroughriders.org	https://www.facebook.com/RHSChicago	https://twitter.com/RHSChicago	http://www.youtube.com/RHSChicago		Y	"7,8,9,10,11,12"	41831	1094	1020	211	312	161	755	63	81	14	0	0	10	10	0	There are 1094 students enrolled at ROOSEVELT HS.  93.2% are Low Income Students.  19.3% are Diverse Learners.  28.5% are Limited English Learners.	The largest demographic at ROOSEVELT HS is Hispanic.  This demographic makes up 69% of the student population.  The second greatest demographic is Black at 14.7%.	Generally accessible	Y			7:45 AM-3:00 PM	7:45 a.m. - 3:00 p.m.	3:01-4:00	6:45am	"French, Spanish"	Y	Y	Y						"78, 81, 82"	Brown		41.964828	-87.714819	15.5	18.4	38	57.9	66.9	73.5	Level 2	Intensive Support	"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp ."	"Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area."	School Year 2016-2017	Assistant Principal	Juliet Lauro-Geruso									"3436 W WILSON AVE
Chicago, Illinois 60625
(41.964828, -87.714819)"	41.96482	-87.71481
400066	1964	66056	PERSPECTIVES - MATH & SCI HS	Perspectives - Math and Science Academy	Charter	HS	Y	Y	Y	N	"Perspectives/IIT fosters innovative critical thinkers through scientific inquiry and problem solving, supported by newly renovated science labs and industry-sponsored scientific opportunities."	Director	Mr. Stephen Todd	Assistant Principal	Enoch Smith	3663 S WABASH AVE	Chicago	Illinois	60653	7733586800	7733586055	http://cps.edu/Schools/Pages/school.aspx?SchoolID=400066	http://www.pcsedu.org	https://www.facebook.com/perspectivescs	https://twitter.com/pcsedu			N	"6,7,8,9,10,11,12"	41801	445	400	90	4	430	13	1	0	0	0	0	1	0	0	There are 445 students enrolled at PERSPECTIVES - MATH & SCI HS.  89.9% are Low Income Students.  20.2% are Diverse Learners.  0.9% are Limited English Learners.	The largest demographic at PERSPECTIVES - MATH & SCI HS is Black.  This demographic makes up 96.6% of the student population.  The second greatest demographic is Hispanic at 2.9%.	Generally accessible	Y			8:00 AM-3:20 PM	8:00 AM-3:20 PM	3:30 pm-5:00 pm		Spanish	N	N	Y						"1, 29, 35"	Green		41.827784	-87.624788	17.3	18.4	62.3	57.9	78.1	73.5	Level 1	Not Applicable	"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp ."	"Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable."	School Year 2016-2017											"3663 S WABASH AVE
Chicago, Illinois 60653
(41.827784, -87.624788)"	41.82778	-87.62478
400086	7030	66441	URBAN PREP - ENGLEWOOD HS	Urban Prep Academy for Young Men - Englewood	Charter	HS	Y	N	N	N	"The mission of Urban Prep is to provide a comprehensive, high-quality college preparatory education to young men that results in our graduates succeeding in college.Chicagoâ€™s first charter high school designed for young men, Urban Prep offers small class sizes, diverse athletic programs,Â clubs,Â positive role models, and a focus on college admission and success."	Director	Mr. Dion Steele	Principal	Mr. Steele	6201 S STEWART AVE	Chicago	Illinois	60621	7735359724	7735350012	http://cps.edu/Schools/Pages/school.aspx?SchoolID=400086	http://www.urbanprep.org	https://www.facebook.com/UrbanPrepAcademies/				N	"9,10,11,12"	41893	271	241	68	1	270	1	0	0	0	0	0	0	0	0	There are 271 students enrolled at URBAN PREP - ENGLEWOOD HS.  88.9% are Low Income Students.  25.1% are Diverse Learners.  0.4% are Limited English Learners.	The largest demographic at URBAN PREP - ENGLEWOOD HS is Black.  This demographic makes up 99.6% of the student population.  The second greatest demographic is Hispanic at 0.4%.	Generally accessible	Y			8:30 AM-4:30 PM	8:30 AM. - 4:30 PM	4:35PM - 6:30PM	7:45AM	Spanish	N	N	Y						"24, 63"	Red		41.781498	-87.634357	16.7	18.4	67.1	57.9	71.3	73.5	Level 2+	Not Applicable	"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp ."	"Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable."	School Year 2016-2017	Assistant Principal	Mr. Mahone									"6201 S STEWART AVE
Chicago, Illinois 60621
(41.781498, -87.634357)"	41.78149	-87.63435
610557	8687	65018	PATHWAYS - ASHBURN HS	Pathways in Education- Ashburn	Citywide-Option	HS	Y	N	N	N	Â 	Principal	Mr. Andrew Morgan			3284 W 87TH ST	Chicago	Illinois	60652	7734346300	7734346301	http://cps.edu/Schools/Pages/school.aspx?SchoolID=610557	http://www.il.pathwaysineducation.org					N	"9,10,11,12"	41893	227	200	27	22	62	141	22	0	1	0	0	1	0	0	There are 227 students enrolled at PATHWAYS - ASHBURN HS.  88.1% are Low Income Students.  11.9% are Diverse Learners.  9.7% are Limited English Learners.	The largest demographic at PATHWAYS - ASHBURN HS is Hispanic.  This demographic makes up 62.1% of the student population.  The second greatest demographic is Black at 27.3%.	No/unknown accessibility	N										Y									41.735239	-87.70406	15.1	18.4	18.8	57.9	0	73.5	Level 2	Not Applicable	"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp ."	Schools that have their own processes for enrollment.	School Year 2016-2017											"3284 W 87TH ST
Chicago, Illinois 60652
(41.735239, -87.70406)"	41.73523	-87.70406
609705	1310	46111	FENGER HS	Christian Fenger Academy High School	Neighborhood	HS	Y	N	N	N	"Fenger aims to provide individualized supports necessary to help students achieve their best. Fenger also provides many opportunities, including college trips, and 40+ after-school programs."	Principal	Richard C Smith Jr	Phillip Kelly	Richard C. Smith	11220 S WALLACE ST	Chicago	Illinois	60628	7735355430	7735355444	http://cps.edu/Schools/Pages/school.aspx?SchoolID=609705	http://www.fengerhighschool.org					N	"9,10,11,12"	41893	248	227	38	2	243	3	0	0	0	0	0	2	0	0	There are 248 students enrolled at FENGER HS.  91.5% are Low Income Students.  15.3% are Diverse Learners.  0.8% are Limited English Learners.	The largest demographic at FENGER HS is Black.  This demographic makes up 98% of the student population.  The second greatest demographic is Hispanic at 1.2%.	Fully Accessible	Y			9:00  AM - 4:27  PM	9:00-4:27	4:30-7:00	0.322916667	Spanish	Y	N	Y						8A	"Blue, Brown"		41.689951	-87.637572	14.7	18.4	29	57.9	49.5	73.5	Level 2	Intensive Support	"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp ."	"Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area."	School Year 2016-2017	Mesha Robertson		Ashton Coleman		Sprinng Stadaker						"11220 S WALLACE ST
Chicago, Illinois 60628
(41.689951, -87.637572)"	41.68995	-87.63757
400173	9648	66801	PATHWAYS - BRIGHTON PARK HS	Pathways in Education- Brighton Park	Citywide-Option	HS	Y	N	N	N	Â 	Principal	Mr. Andrew Morgan			3124 W 47TH ST	Chicago	Illinois	60632	7735791220	7735791224	http://cps.edu/Schools/Pages/school.aspx?SchoolID=400173	http://www.pathwaysedu.org	https://www.facebook.com/PathwaysInEducationIL	https://twitter.com/pathwaysil		https://www.pinterest.com/PieIllinois/	N	"9,10,11,12"	41893	270	255	28	23	9	243	12	2	1	0	0	3	0	0	There are 270 students enrolled at PATHWAYS - BRIGHTON PARK HS.  94.4% are Low Income Students.  10.4% are Diverse Learners.  8.5% are Limited English Learners.	The largest demographic at PATHWAYS - BRIGHTON PARK HS is Hispanic.  This demographic makes up 90% of the student population.  The second greatest demographic is White at 4.4%.	No/unknown accessibility	N																			41.808226	-87.702645	14.6	18.4	22.4	57.9		73.5	Level 2	Not Applicable	"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp ."	Schools that have their own processes for enrollment.	School Year 2016-2017											"3124 W 47TH ST
Chicago, Illinois 60632
(41.808226, -87.702645)"	41.80822	-87.70264
400051	1930	66141	NOBLE - NOBLE HS	Noble - Noble College Prep	Charter	HS	Y	N	N	N	"At Noble, our mission is to instill in our students, through both love and high expectations, the scholarship, discipline and honor they will need to be college ready and have access to a life rich with options.Â "	Director	Ms. Ellen Metz	Assistant Principal	Brooke Semel	1010 N NOBLE ST	Chicago	Illinois	60642	7738621449	7732780421	http://cps.edu/Schools/Pages/school.aspx?SchoolID=400051	http://noblestreet.noblenetwork.org	http://www.facebook.com/noblecollegeprep				N	"9,10,11,12"	41893	655	580	79	55	82	552	8	5	4	0	0	4	0	0	There are 655 students enrolled at NOBLE - NOBLE HS.  88.5% are Low Income Students.  12.1% are Diverse Learners.  8.4% are Limited English Learners.	The largest demographic at NOBLE - NOBLE HS is Hispanic.  This demographic makes up 84.3% of the student population.  The second greatest demographic is Black at 12.5%.	No/unknown accessibility	Y			8:30 AM - 4:00 PM | F 8 AM - 1:10 PM		4:10 PM - 5:30PM	0.3125	Spanish	Y	N	Y						"9, 56, 70"	Blue		41.900191	-87.662628	21.2	18.4	84.7	57.9	92.8	73.5	Level 1+	Not Applicable	"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp ."	"Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable."	School Year 2016-2017											"1010 N NOBLE ST
Chicago, Illinois 60642
(41.900191, -87.662628)"	41.90019	-87.66262
609694	1200	46021	HANCOCK HS	John Hancock College Preparatory High School	Selective enrollment	HS	Y	N	N	N	Hancock fosters leadership skills and community involvement through small group workshops and support programs designed to help students discover and develop their academic abilities.	Principal	Mr.Devon Herrick	Director of Admission	Ms. Heather Pavona	4034 W 56TH ST	Chicago	Illinois	60629	7735352410	7735352434	http://cps.edu/Schools/Pages/school.aspx?SchoolID=609694	http://www.hancockhs.org	https://www.facebook.com/HancockCPS	https://twitter.com/cpshancock			Y	"9,10,11,12"	41893	972	855	32	16	16	913	25	7	9	0	0	2	0	0	There are 972 students enrolled at HANCOCK HS.  88% are Low Income Students.  3.3% are Diverse Learners.  1.6% are Limited English Learners.	The largest demographic at HANCOCK HS is Hispanic.  This demographic makes up 93.9% of the student population.  The second greatest demographic is White at 2.6%.	Fully Accessible	N			8:15am - 3:30pm	8:15 a.m. - 3:30 p.m.	3:35pm-4:25pm	7:30am	"French, Spanish, Spanish for Heritage Speakers"	Y	N	Y						"53A, 55, 59"	Orange		41.791464	-87.72447	16.9	18.4	58.3	57.9	84.6	73.5	Level 1	Good Standing	"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp ."	Schools that offer a rigorous curriculum with mainly honors and Advanced Placement (AP) courses. Acceptance based on application and entrance exam.	School Year 2016-2017	Assistant Principal	Ms. Natalie Garfield	Assistant Principal	Ms. Vanessa Puentes Hernandez							"4034 W 56TH ST
Chicago, Illinois 60629
(41.791464, -87.72447)"	41.79146	-87.72447
609739	1630	46331	WASHINGTON HS	George Washington High School	Neighborhood	HS	Y	N	N	N	"George Washington High School is ""Your Neighborhood High School Where College is the Mission."" Â Our college prep vision provides students with options which include rigorous AP, IB, Dual Credit, and CTE Culinary and Game Design programs. Â We offer a top ranked IB program and more than 14 AP course options. Â At Washington, we're proud to say that we provide students with both the academic rigor and social supports for post-secondary success, and we can boast over $20 million in scholarship dollars for the class of Â 2017, as well as over 60% of the Class of 2017 earning college credit through AP, IB, or Dual Credit. Extracurricular programs include: state championship athleitcs, CAPE Arts-Integration 21st Century After-School Programs, After School Matters, and other programs that celebrate our students' Â rich cultural heritage."	Principal	Kevin John Gallick	Assistant Principal	Kathleen Valente	3535 E 114TH ST	Chicago	Illinois	60617	7735355725	7735355038	http://cps.edu/Schools/Pages/school.aspx?SchoolID=609739	http://www.gwashingtonhs.org		https://twitter.com/GWHS_patriots			Y	"9,10,11,12"	41893	1435	1297	216	184	76	1258	79	3	13	0	0	5	1	0	There are 1435 students enrolled at WASHINGTON HS.  90.4% are Low Income Students.  15.1% are Diverse Learners.  12.8% are Limited English Learners.	The largest demographic at WASHINGTON HS is Hispanic.  This demographic makes up 87.7% of the student population.  The second greatest demographic is White at 5.5%.	Generally accessible	Y			8:15  AM - 3:30  PM			0.270833333	Spanish	Y	N	Y			Y			30			41.688137	-87.53757	17.7	18.4	54.9	57.9	72.2	73.5	Level 1	Good Standing	"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp ."	"Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area."	School Year 2016-2017	Assistant Principal	Julie Burnett	Resident Principal	Barbara San-Roman	IB Program Coordinator	Michael Pestich					"3535 E 114TH ST
Chicago, Illinois 60617
(41.688137, -87.53757)"	41.68813	-87.53757
400117	9034	66574	NOBLE - HANSBERRY HS	Noble - Hansberry College Prep	Charter	HS	Y	N	N	N	"Hansberry College Prep, the first public charter in the state of Illinois to be recognized as an IB school, believes students to be unstoppable and thus prepares them through rigorous college preparatory curricula that enables them to graduate fromÂ this nation's top ranked colleges, strengthen the communities from which they come, and be agents of change in this world.Â Hansberry offersÂ a competitive dance program, a building sports program and an International Baccalaureate curriculum."	Director	Ms. Kashawandra Wilson			8748 S ABERDEEN ST	Chicago	Illinois	60620	7737293400	7733041995	http://cps.edu/Schools/Pages/school.aspx?SchoolID=400117	http://www.hansberrycollegeprep.org	https://www.facebook.com/BeNobleHCP/				N	"9,10,11,12"	41893	656	551	149	8	627	8	1	0	0	0	0	1	1	18	There are 656 students enrolled at NOBLE - HANSBERRY HS.  84% are Low Income Students.  22.7% are Diverse Learners.  1.2% are Limited English Learners.	The largest demographic at NOBLE - HANSBERRY HS is Black.  This demographic makes up 95.6% of the student population.  The second greatest demographic is Other at 3.1%.	No/unknown accessibility	Y			M - R 7:30 AM - 4:00 PM; F 9:00 AM - 2:00 PM	M - R 8:40 AM - 4:00 PM; F 10:15 AM - 2:00 PM	4:00 PM - 6:00 PM	7:00 AM (11th/12th); 8:00 AM (9th/10th)	Spanish	N	N	Y						"87, 24, 4"	Red	Rock Island District (RI)	41.734442	-87.650987	19.1	18.4		57.9		73.5	Level 1+	Not Applicable	"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp ."	"Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable."	School Year 2016-2017											"8748 S ABERDEEN ST
Chicago, Illinois 60620
(41.734442, -87.650987)"	41.73444	-87.65098
609761	1860	46391	CORLISS HS	George H Corliss High School	Neighborhood	HS	Y	N	N	N	"Corliss is an Early College Science, Technology, Engineering and Math school (ECSS) which enables students to earn both a high school diploma and college credits (as early as 10th grade). Our mission is to provide individualized supports necessary to ensure that all students are successful.Â "	Principal	Ali N Muhammad	STEM Coordinator	Sheila Jones	821 E 103RD ST	Chicago	Illinois	60628	7735355115	7735355511	http://cps.edu/Schools/Pages/school.aspx?SchoolID=609761	http://www.newcorlisshs.org					N	"9,10,11,12"	41893	307	284	85	0	302	4	0	0	1	0	0	0	0	0	There are 307 students enrolled at CORLISS HS.  92.5% are Low Income Students.  27.7% are Diverse Learners.  0.0% are Limited English Learners.	The largest demographic at CORLISS HS is Black.  This demographic makes up 98.4% of the student population.  The second greatest demographic is Hispanic at 1.3%.	Fully Accessible	Y			7:50 am-3:05 pm	7:45 a.m. - 3:05 p.m.	3:05 PM - 5:00 PM	0.302083333	Spanish	N	N	Y			Y			"34, 106, 111, 4"	Red	Metra Electric District (ME)	41.70666	-87.601216	14.3	18.4	34.4	57.9	62.6	73.5	Level 2	Intensive Support	"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp ."	"Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area."	School Year 2016-2017	School Counselor	Cheryl Dyer									"821 E 103RD ST
Chicago, Illinois 60628
(41.70666, -87.601216)"	41.70666	-87.60121
609754	1800	70070	CHICAGO MILITARY HS	Chicago Military Academy High School	Military academy	HS	Y	N	N	N	"The oldest military academy in Chicago, Chicago Military Academy at BronzevilleÂ prepares students for postsecondary success through a robust student-centered militaryÂ model of functional responsibility and an emphasis on math and science.Â  Routinely, the Academy graduates cadets who enter U.S. Service Academis or become Posse Scholars.Â  As Bronze Award winner of U.S. News & World Report's ""Best High Schools in America,"" CMA-B cadets whoÂ enter the Academy with drive and self-disciplineÂ learn and practice authentic leadership skills that benefit them and their communities for a lifetime."	Principal	Octavio Casas	Assistant Principal	Octavio Casas	3519 S GILES AVE	Chicago	Illinois	60653	7735349750	7735349760	http://cps.edu/Schools/Pages/school.aspx?SchoolID=609754	http://www.chicagomilitaryacademy.org					N	"9,10,11,12"	41893	313	295	32	17	202	102	5	1	0	0	0	3	0	0	There are 313 students enrolled at CHICAGO MILITARY HS.  94.2% are Low Income Students.  10.2% are Diverse Learners.  5.4% are Limited English Learners.	The largest demographic at CHICAGO MILITARY HS is Black.  This demographic makes up 64.5% of the student population.  The second greatest demographic is Hispanic at 32.6%.	Fully Accessible	Y			7:30 am-3:05 pm	7:30 a.m. - 3:05 p.m.		0.270833333	Spanish	Y	N	Y						"1, 3, 4, 35"	"Green, Red"	Rock Island District (RI)	41.830555	-87.619216	16.9	18.4	44.8	57.9	85.4	73.5	Level 1	Good Standing	"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp ."	For students who wish to develop leadership and team-building skills as well as receive military training.	School Year 2016-2017	Commandant	LTC Schoenfeld									"3519 S GILES AVE
Chicago, Illinois 60653
(41.830555, -87.619216)"	41.83055	-87.61921
609748	1730	49041	YORK HS	Consuella B York Alternative HS	Citywide-Option	HS	Y	N	N	N	a	Principal	Sharnette Sims	Assistant Principal	Mr. Shone T Johnson	2700 S CALIFORNIA AVE	Chicago	Illinois	60608	7735357021	7735357109	http://cps.edu/Schools/Pages/school.aspx?SchoolID=609748	http://yorkhs.org					N	"9,10,11,12"	41893	199	174	58	2	154	36	6	0	3	0	0	0	0	0	There are 199 students enrolled at YORK HS.  87.4% are Low Income Students.  29.1% are Diverse Learners.  1% are Limited English Learners.	The largest demographic at YORK HS is Black.  This demographic makes up 77.4% of the student population.  The second greatest demographic is Hispanic at 18.1%.	No/unknown accessibility	N			7:00 am - 4:00 pm							Y									41.842533	-87.695261		18.4	5.1	57.9	1.7	73.5	Inability to Rate	Good Standing	This school did not have enough data for a 2015-2016 Performance Policy Rating.	Schools that have their own processes for enrollment.	School Year 2016-2017	Assistant Principal	Mr. James Jones									"2700 S CALIFORNIA AVE
Chicago, Illinois 60608
(41.842533, -87.695261)"	41.84253	-87.69526
